Region;Year;Industry;Professional position;Total ;Women;Men;Gender Pay Gap
East;2012;"Water supply; sewage and waste disposal";No management;5 257  ;4 799  ;5 281  ; 482
East;2012;Construction ;No management;5 575  ;5 240  ;5 610  ; 370
East;2012;SECTOR 3 SERVICES ;No management;4 966  ;4 610  ;5 342  ; 732
East;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 804  ;4 342  ;5 341  ; 999
East;2012;Transportation and storage;No management;5 200  ;4 952  ;5 248  ; 296
East;2012;Hotels and restaurants;No management;3 919  ;3 865  ;4 012  ; 147
East;2012;Information and communication;No management;6 456  ;5 537  ;6 947  ;1 410
East;2012;Financial and insurance services;No management;5 953  ;5 635  ;6 587  ; 952
East;2012;Professional, scientific and technical services;No management;6 000  ;5 415  ;6 552  ;1 137
East;2012;Other business services;No management;4 945  ;4 333  ;5 158  ; 825
East;2012;Health and social work;No management;5 341  ;5 187  ;6 065  ; 878
East;2012;Arts, entertainment and recreation;No management;4 181  ;4 228  ;3 995 ;#WERT!
East;2012;Other service activities Other service activities;No management;4 378  ;4 000  ;5 449 ;#WERT!
Ticino;2020;TOTAL;Total ;5 203;4 718;5 482; 764
Ticino;2020;SECTOR 2 PRODUCTION;Total ;5 134;3 729;5 467;1 738
Ticino;2020;Mining and quarrying;Total ;6 131;*;6 118;#WERT!
Ticino;2020;Manufacturing/production of Goods;Total ;4 416;3 574;4 831;1 257
Ticino;2020;"Water supply; sewage and waste disposal";Total ;4 172;*;4 133;#WERT!
Ticino;2020;Construction ;Total ;5 813;5 429;5 830; 401
Ticino;2020;SECTOR 3 SERVICES ;Total ;5 247;4 964;5 500; 536
Ticino;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 000;4 745;5 206; 461
Ticino;2020;Transportation and storage;Total ;4 778;4 285;4 872; 587
Ticino;2020;Hotels and restaurants;Total ;3 947;3 821;4 028; 207
Ticino;2020;Information and communication;Total ;6 065;5 162;6 420;1 258
Ticino;2020;Financial and insurance services;Total ;8 370;6 538;10 333;3 795
Ticino;2020;Professional, scientific and technical services;Total ;5 968;5 158;6 651;1 493
Ticino;2020;Other business services;Total ;4 588;3 818;4 943;1 125
Ticino;2020;Health and social work;Total ;5 755;5 622;6 204; 582
Ticino;2020;Arts, entertainment and recreation;Total ;4 874;4 504;5 164; 660
Ticino;2020;Other service activities Other service activities;Total ;4 761;4 159;5 398;1 239
Ticino;2020;TOTAL;Top, upper,  middle management;8 090;6 508;8 665;2 157
Ticino;2020;SECTOR 2 PRODUCTION;Top, upper,  middle management;7 168;5 896;7 299;1 403
Ticino;2020;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!
Ticino;2020;Manufacturing/production of Goods;Top, upper,  middle management;8 503;6 640;9 191;2 551
Ticino;2020;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!
Ticino;2020;Construction ;Top, upper,  middle management;6 006;*;6 072;#WERT!
Ticino;2020;SECTOR 3 SERVICES ;Top, upper,  middle management;8 443;6 686;9 441;2 755
Ticino;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;7 450;5 858;8 228;2 370
Ticino;2020;Transportation and storage;Top, upper,  middle management;7 230;*;7 230;#WERT!
Ticino;2020;Hotels and restaurants;Top, upper,  middle management;4 240;*;4 223;#WERT!
Ticino;2020;Information and communication;Top, upper,  middle management;9 164;*;9 412;#WERT!
Ticino;2020;Financial and insurance services;Top, upper,  middle management;13 753;11 950;14 123;2 173
Ticino;2020;Professional, scientific and technical services;Top, upper,  middle management;9 846;7 849;10 287;2 438
Ticino;2020;Other business services;Top, upper,  middle management;6 282;5 395;6 503;1 108
Ticino;2020;Health and social work;Top, upper,  middle management;8 550;7 332;9 039;1 707
Ticino;2020;Arts, entertainment and recreation;Top, upper,  middle management;6 188;*;6 041;#WERT!
Ticino;2020;Other service activities Other service activities;Top, upper,  middle management;6 762;5 372;7 765;2 393
Ticino;2020;TOTAL;Lower management;6 577;6 126;7 033; 907
Ticino;2020;SECTOR 2 PRODUCTION;Lower management;6 737;5 907;6 974;1 067
Ticino;2020;Mining and quarrying;Lower management;*;*;*;#WERT!
Ticino;2020;Manufacturing/production of Goods;Lower management;6 824;5 899;7 099;1 200
Ticino;2020;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!
Ticino;2020;Construction ;Lower management;6 187;*;6 187;#WERT!
Ticino;2020;SECTOR 3 SERVICES ;Lower management;6 527;6 164;7 042; 878
Ticino;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 519;6 478;6 741; 263
Ticino;2020;Transportation and storage;Lower management;5 091;*;5 739;#WERT!
Ticino;2020;Hotels and restaurants;Lower management;3 945;*;*;#WERT!
Ticino;2020;Information and communication;Lower management;5 835;*;6 664;#WERT!
Ticino;2020;Financial and insurance services;Lower management;9 378;8 583;9 980;1 397
Ticino;2020;Professional, scientific and technical services;Lower management;6 702;6 190;7 056; 866
Ticino;2020;Other business services;Lower management;5 650;*;5 628;#WERT!
Ticino;2020;Health and social work;Lower management;6 216;6 017;6 462; 445
Ticino;2020;Arts, entertainment and recreation;Lower management;5 886;*;*;#WERT!
Ticino;2020;Other service activities Other service activities;Lower management;6 524;6 046;*;#WERT!
Ticino;2020;TOTAL;Lowest management;5 664;5 198;5 786; 588
Ticino;2020;SECTOR 2 PRODUCTION;Lowest management;5 767;5 061;5 868; 807
Ticino;2020;Mining and quarrying;Lowest management;*;*;*;#WERT!
Ticino;2020;Manufacturing/production of Goods;Lowest management;5 190;4 761;5 327; 566
Ticino;2020;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!
Ticino;2020;Construction ;Lowest management;6 141;*;6 141;#WERT!
Ticino;2020;SECTOR 3 SERVICES ;Lowest management;5 554;5 203;5 740; 537
Ticino;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 513;5 279;5 738; 459
Ticino;2020;Transportation and storage;Lowest management;4 745;*;4 794;#WERT!
Ticino;2020;Hotels and restaurants;Lowest management;4 282;*;4 382;#WERT!
Ticino;2020;Information and communication;Lowest management;6 349;*;6 535;#WERT!
Ticino;2020;Financial and insurance services;Lowest management;7 459;6 635;8 046;1 411
Ticino;2020;Professional, scientific and technical services;Lowest management;5 963;5 423;6 395; 972
Ticino;2020;Other business services;Lowest management;4 595;*;4 818;#WERT!
Ticino;2020;Health and social work;Lowest management;5 810;5 569;6 411; 842
Ticino;2020;Arts, entertainment and recreation;Lowest management;5 662;*;5 662;#WERT!
Ticino;2020;Other service activities Other service activities;Lowest management;4 762;4 179;5 789;1 610
Ticino;2020;TOTAL;No management;4 756;4 359;4 999; 640
Ticino;2020;SECTOR 2 PRODUCTION;No management;4 686;3 507;5 088;1 581
Ticino;2020;Mining and quarrying;No management;5 890;*;5 890;#WERT!
Ticino;2020;Manufacturing/production of Goods;No management;4 063;3 444;4 449;1 005
Ticino;2020;"Water supply; sewage and waste disposal";No management;4 089;*;4 090;#WERT!
Ticino;2020;Construction ;No management;5 597;4 603;5 640;1 037
Ticino;2020;SECTOR 3 SERVICES ;No management;4 796;4 683;4 902; 219
Ticino;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 651;4 561;4 746; 185
Ticino;2020;Transportation and storage;No management;4 474;4 049;4 634; 585
Ticino;2020;Hotels and restaurants;No management;3 855;3 765;3 921; 156
Ticino;2020;Information and communication;No management;5 498;4 863;5 739; 876
Ticino;2020;Financial and insurance services;No management;5 998;5 729;6 576; 847
Ticino;2020;Professional, scientific and technical services;No management;5 027;4 689;5 469; 780
Ticino;2020;Other business services;No management;4 500;3 702;4 871;1 169
Ticino;2020;Health and social work;No management;5 596;5 555;5 728; 173
Ticino;2020;Arts, entertainment and recreation;No management;4 522;4 229;4 727; 498
Ticino;2020;Other service activities Other service activities;No management;4 183;3 821;4 705; 884
Ticino;2018;TOTAL;Total ;5 163;4 541;5 491; 950
Ticino;2018;SECTOR 2 PRODUCTION;Total ;5 134;3 612;5 495;1 883
Ticino;2018;Mining and quarrying;Total ;*;*;*;#WERT!
Ticino;2018;Manufacturing/production of Goods;Total ;4 494;3 541;4 977;1 436
Ticino;2018;"Water supply; sewage and waste disposal";Total ;4 235;*;4 193;#WERT!
Ticino;2018;Construction ;Total ;5 896;4 128;5 937;1 809
Ticino;2018;SECTOR 3 SERVICES ;Total ;5 187;4 803;5 489; 686
Ticino;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;4 958;4 625;5 262; 637
Ticino;2018;Transportation and storage;Total ;4 940;4 333;5 122; 789
Ticino;2018;Hotels and restaurants;Total ;4 024;3 816;4 182; 366
Ticino;2018;Information and communication;Total ;6 300;4 883;6 807;1 924
Ticino;2018;Financial and insurance services;Total ;7 540;6 012;9 139;3 127
Ticino;2018;Professional, scientific and technical services;Total ;5 871;5 159;6 526;1 367
Ticino;2018;Other business services;Total ;4 778;4 117;4 889; 772
Ticino;2018;Health and social work;Total ;5 638;5 437;6 433; 996
Ticino;2018;Arts, entertainment and recreation;Total ;4 826;4 570;4 996; 426
Ticino;2018;Other service activities Other service activities;Total ;4 815;4 500;5 068; 568
Ticino;2018;TOTAL;Top, upper,  middle management;8 125;6 525;8 649;2 124
Ticino;2018;SECTOR 2 PRODUCTION;Top, upper,  middle management;7 908;7 283;7 982; 699
Ticino;2018;Mining and quarrying;Top, upper,  middle management;*;-;*;#WERT!
Ticino;2018;Manufacturing/production of Goods;Top, upper,  middle management;8 287;6 693;8 645;1 952
Ticino;2018;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!
Ticino;2018;Construction ;Top, upper,  middle management;7 583;*;7 583;#WERT!
Ticino;2018;SECTOR 3 SERVICES ;Top, upper,  middle management;8 353;6 256;9 351;3 095
Ticino;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 422;6 626;8 941;2 315
Ticino;2018;Transportation and storage;Top, upper,  middle management;7 138;*;7 292;#WERT!
Ticino;2018;Hotels and restaurants;Top, upper,  middle management;5 196;4 439;5 473;1 034
Ticino;2018;Information and communication;Top, upper,  middle management;9 726;*;10 397;#WERT!
Ticino;2018;Financial and insurance services;Top, upper,  middle management;14 020;11 763;14 367;2 604
Ticino;2018;Professional, scientific and technical services;Top, upper,  middle management;9 143;6 717;9 750;3 033
Ticino;2018;Other business services;Top, upper,  middle management;6 810;6 424;7 153; 729
Ticino;2018;Health and social work;Top, upper,  middle management;7 222;5 711;8 989;3 278
Ticino;2018;Arts, entertainment and recreation;Top, upper,  middle management;5 833;*;5 833;#WERT!
Ticino;2018;Other service activities Other service activities;Top, upper,  middle management;6 449;6 110;7 486;1 376
Ticino;2018;TOTAL;Lower management;6 182;5 753;6 343; 590
Ticino;2018;SECTOR 2 PRODUCTION;Lower management;5 691;5 200;5 691; 491
Ticino;2018;Mining and quarrying;Lower management;*;*;*;#WERT!
Ticino;2018;Manufacturing/production of Goods;Lower management;6 258;5 635;6 431; 796
Ticino;2018;"Water supply; sewage and waste disposal";Lower management;*;-;*;#WERT!
Ticino;2018;Construction ;Lower management;5 579;*;5 611;#WERT!
Ticino;2018;SECTOR 3 SERVICES ;Lower management;6 488;5 783;6 875;1 092
Ticino;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;5 812;5 684;6 109; 425
Ticino;2018;Transportation and storage;Lower management;*;*;*;#WERT!
Ticino;2018;Hotels and restaurants;Lower management;4 502;*;4 643;#WERT!
Ticino;2018;Information and communication;Lower management;7 933;*;8 631;#WERT!
Ticino;2018;Financial and insurance services;Lower management;8 559;7 911;9 075;1 164
Ticino;2018;Professional, scientific and technical services;Lower management;6 329;5 811;6 965;1 154
Ticino;2018;Other business services;Lower management;6 519;*;*;#WERT!
Ticino;2018;Health and social work;Lower management;6 356;5 626;6 782;1 156
Ticino;2018;Arts, entertainment and recreation;Lower management;5 417;*;*;#WERT!
Ticino;2018;Other service activities Other service activities;Lower management;5 625;*;*;#WERT!
Ticino;2018;TOTAL;Lowest management;5 544;5 162;5 778; 616
Ticino;2018;SECTOR 2 PRODUCTION;Lowest management;5 657;4 524;5 960;1 436
Ticino;2018;Mining and quarrying;Lowest management;*;-;*;#WERT!
Ticino;2018;Manufacturing/production of Goods;Lowest management;5 280;4 503;5 500; 997
Ticino;2018;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!
Ticino;2018;Construction ;Lowest management;6 370;*;6 370;#WERT!
Ticino;2018;SECTOR 3 SERVICES ;Lowest management;5 500;5 332;5 638; 306
Ticino;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 147;5 059;5 231; 172
Ticino;2018;Transportation and storage;Lowest management;5 195;*;5 599;#WERT!
Ticino;2018;Hotels and restaurants;Lowest management;4 235;*;4 318;#WERT!
Ticino;2018;Information and communication;Lowest management;6 223;*;6 277;#WERT!
Ticino;2018;Financial and insurance services;Lowest management;7 291;6 667;7 998;1 331
Ticino;2018;Professional, scientific and technical services;Lowest management;6 000;5 516;6 351; 835
Ticino;2018;Other business services;Lowest management;5 065;*;5 137;#WERT!
Ticino;2018;Health and social work;Lowest management;6 633;6 633;7 070; 437
Ticino;2018;Arts, entertainment and recreation;Lowest management;5 387;5 387;5 419; 32
Ticino;2018;Other service activities Other service activities;Lowest management;4 443;4 276;*;#WERT!
Ticino;2018;TOTAL;No management;4 619;4 171;4 912; 741
Ticino;2018;SECTOR 2 PRODUCTION;No management;4 555;3 433;5 102;1 669
Ticino;2018;Mining and quarrying;No management;*;*;*;#WERT!
Ticino;2018;Manufacturing/production of Goods;No management;4 060;3 398;4 566;1 168
Ticino;2018;"Water supply; sewage and waste disposal";No management;4 050;*;4 043;#WERT!
Ticino;2018;Construction ;No management;5 550;3 893;5 607;1 714
Ticino;2018;SECTOR 3 SERVICES ;No management;4 652;4 475;4 809; 334
Ticino;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 565;4 346;4 762; 416
Ticino;2018;Transportation and storage;No management;4 415;3 812;4 550; 738
Ticino;2018;Hotels and restaurants;No management;3 853;3 766;3 942; 176
Ticino;2018;Information and communication;No management;5 591;4 594;6 018;1 424
Ticino;2018;Financial and insurance services;No management;5 834;5 500;6 264; 764
Ticino;2018;Professional, scientific and technical services;No management;5 040;4 658;5 415; 757
Ticino;2018;Other business services;No management;4 450;3 687;4 633; 946
Ticino;2018;Health and social work;No management;5 437;5 296;5 712; 416
Ticino;2018;Arts, entertainment and recreation;No management;4 334;4 333;4 483; 150
Ticino;2018;Other service activities Other service activities;No management;4 249;4 085;4 507; 422
Ticino;2016;TOTAL;Total ;5 262  ;4 663  ;5 550  ; 887
Ticino;2016;SECTOR 2 PRODUCTION;Total ;5 273  ;3 759  ;5 514  ;1 755
Ticino;2016;Mining and quarrying;Total ;5 871  ;*;5 871  ;#WERT!
Ticino;2016;Manufacturing/production of Goods;Total ;4 586  ;3 612  ;5 009  ;1 397
Ticino;2016;"Water supply; sewage and waste disposal";Total ;4 184  ;*;4 125  ;#WERT!
Ticino;2016;Construction ;Total ;5 827  ;5 467 ;5 841  ;#WERT!
Ticino;2016;SECTOR 3 SERVICES ;Total ;5 256  ;4 862  ;5 581  ; 719
Ticino;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 011  ;4 588  ;5 347  ; 759
Ticino;2016;Transportation and storage;Total ;5 035  ;4 500  ;5 175  ; 675
Ticino;2016;Hotels and restaurants;Total ;4 110  ;3 931  ;4 230  ; 299
Ticino;2016;Information and communication;Total ;5 503  ;4 739  ;5 813  ;1 074
Ticino;2016;Financial and insurance services;Total ;7 934  ;6 388  ;9 519  ;3 131
Ticino;2016;Professional, scientific and technical services;Total ;6 174  ;5 523  ;6 891  ;1 368
Ticino;2016;Other business services;Total ;4 224 ;3 484  ;4 601 ;#WERT!
Ticino;2016;Health and social work;Total ;5 774  ;5 572  ;6 559  ; 987
Ticino;2016;Arts, entertainment and recreation;Total ;4 759  ;4 471 ;5 000  ;#WERT!
